Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-01-02 00:00:00-05:00,173.2100067138672,173.2100067138672,173.2100067138672,173.2100067138672,0,0.0,0.0
2002-01-03 00:00:00-05:00,170.32000732421875,170.32000732421875,170.32000732421875,170.32000732421875,0,0.0,0.0
2002-01-04 00:00:00-05:00,175.50999450683594,175.50999450683594,175.50999450683594,175.50999450683594,0,0.0,0.0
2002-01-07 00:00:00-05:00,175.44000244140625,175.44000244140625,175.44000244140625,175.44000244140625,0,0.0,0.0
2002-01-08 00:00:00-05:00,174.9199981689453,174.9199981689453,174.9199981689453,174.9199981689453,0,0.0,0.0
2002-01-09 00:00:00-05:00,171.17999267578125,171.17999267578125,171.17999267578125,171.17999267578125,0,0.0,0.0
2002-01-10 00:00:00-05:00,172.24000549316406,172.24000549316406,172.24000549316406,172.24000549316406,0,0.0,0.0
2002-01-11 00:00:00-05:00,170.94000244140625,170.94000244140625,170.94000244140625,170.94000244140625,0,0.0,0.0
2002-01-14 00:00:00-05:00,167.72999572753906,167.72999572753906,167.72999572753906,167.72999572753906,0,0.0,0.0
2002-01-15 00:00:00-05:00,168.22000122070312,168.22000122070312,168.22000122070312,168.22000122070312,0,0.0,0.0
2002-01-16 00:00:00-05:00,169.4199981689453,169.4199981689453,169.4199981689453,169.4199981689453,0,0.0,0.0
2002-01-17 00:00:00-05:00,165.0800018310547,165.0800018310547,165.0800018310547,165.0800018310547,0,0.0,0.0
2002-01-18 00:00:00-05:00,164.5399932861328,164.5399932861328,164.5399932861328,164.5399932861328,0,0.0,0.0
2002-01-22 00:00:00-05:00,164.41000366210938,164.41000366210938,164.41000366210938,164.41000366210938,0,0.0,0.0
2002-01-23 00:00:00-05:00,166.47000122070312,166.47000122070312,166.47000122070312,166.47000122070312,0,0.0,0.0
2002-01-24 00:00:00-05:00,167.3800048828125,167.3800048828125,167.3800048828125,167.3800048828125,0,0.0,0.0
2002-01-25 00:00:00-05:00,168.38999938964844,168.38999938964844,168.38999938964844,168.38999938964844,0,0.0,0.0
2002-01-28 00:00:00-05:00,167.52000427246094,167.52000427246094,167.52000427246094,167.52000427246094,0,0.0,0.0
2002-01-29 00:00:00-05:00,165.86000061035156,165.86000061035156,165.86000061035156,165.86000061035156,0,0.0,0.0
2002-01-30 00:00:00-05:00,163.6199951171875,163.6199951171875,163.6199951171875,163.6199951171875,0,0.0,0.0
2002-01-31 00:00:00-05:00,166.02999877929688,166.02999877929688,166.02999877929688,166.02999877929688,0,0.0,0.0
2002-02-01 00:00:00-05:00,170.24000549316406,170.24000549316406,170.24000549316406,170.24000549316406,0,0.0,0.0
2002-02-04 00:00:00-05:00,168.6999969482422,168.6999969482422,168.6999969482422,168.6999969482422,0,0.0,0.0
2002-02-05 00:00:00-05:00,168.39999389648438,168.39999389648438,168.39999389648438,168.39999389648438,0,0.0,0.0
2002-02-06 00:00:00-05:00,166.99000549316406,166.99000549316406,166.99000549316406,166.99000549316406,0,0.0,0.0
2002-02-07 00:00:00-05:00,167.25999450683594,167.25999450683594,167.25999450683594,167.25999450683594,0,0.0,0.0
2002-02-08 00:00:00-05:00,170.83999633789062,170.83999633789062,170.83999633789062,170.83999633789062,0,0.0,0.0
2002-02-11 00:00:00-05:00,176.1199951171875,176.1199951171875,176.1199951171875,176.1199951171875,0,0.0,0.0
2002-02-12 00:00:00-05:00,174.7899932861328,174.7899932861328,174.7899932861328,174.7899932861328,0,0.0,0.0
2002-02-13 00:00:00-05:00,176.7100067138672,176.7100067138672,176.7100067138672,176.7100067138672,0,0.0,0.0
2002-02-14 00:00:00-05:00,175.94000244140625,175.94000244140625,175.94000244140625,175.94000244140625,0,0.0,0.0
2002-02-15 00:00:00-05:00,176.10000610351562,176.10000610351562,176.10000610351562,176.10000610351562,0,0.0,0.0
2002-02-19 00:00:00-05:00,174.25,174.25,174.25,174.25,0,0.0,0.0
2002-02-20 00:00:00-05:00,171.67999267578125,171.67999267578125,171.67999267578125,171.67999267578125,0,0.0,0.0
2002-02-21 00:00:00-05:00,173.97999572753906,173.97999572753906,173.97999572753906,173.97999572753906,0,0.0,0.0
2002-02-22 00:00:00-05:00,174.1300048828125,174.1300048828125,174.1300048828125,174.1300048828125,0,0.0,0.0
2002-02-25 00:00:00-05:00,170.52999877929688,170.52999877929688,170.52999877929688,170.52999877929688,0,0.0,0.0
2002-02-26 00:00:00-05:00,174.16000366210938,174.16000366210938,174.16000366210938,174.16000366210938,0,0.0,0.0
2002-02-27 00:00:00-05:00,174.97000122070312,174.97000122070312,174.97000122070312,174.97000122070312,0,0.0,0.0
2002-02-28 00:00:00-05:00,176.52999877929688,176.52999877929688,176.52999877929688,176.52999877929688,0,0.0,0.0
2002-03-01 00:00:00-05:00,180.3000030517578,180.3000030517578,180.3000030517578,180.3000030517578,0,0.0,0.0
2002-03-04 00:00:00-05:00,181.07000732421875,181.07000732421875,181.07000732421875,181.07000732421875,0,0.0,0.0
2002-03-05 00:00:00-05:00,184.2899932861328,184.2899932861328,184.2899932861328,184.2899932861328,0,0.0,0.0
2002-03-06 00:00:00-05:00,184.97999572753906,184.97999572753906,184.97999572753906,184.97999572753906,0,0.0,0.0
2002-03-07 00:00:00-05:00,189.47000122070312,189.47000122070312,189.47000122070312,189.47000122070312,0,0.0,0.0
2002-03-08 00:00:00-05:00,190.30999755859375,190.30999755859375,190.30999755859375,190.30999755859375,0,0.0,0.0
2002-03-11 00:00:00-05:00,194.27000427246094,194.27000427246094,194.27000427246094,194.27000427246094,0,0.0,0.0
2002-03-12 00:00:00-05:00,193.80999755859375,193.80999755859375,193.80999755859375,193.80999755859375,0,0.0,0.0
2002-03-13 00:00:00-05:00,193.49000549316406,193.49000549316406,193.49000549316406,193.49000549316406,0,0.0,0.0
2002-03-14 00:00:00-05:00,195.1300048828125,195.1300048828125,195.1300048828125,195.1300048828125,0,0.0,0.0
2002-03-15 00:00:00-05:00,195.69000244140625,195.69000244140625,195.69000244140625,195.69000244140625,0,0.0,0.0
2002-03-18 00:00:00-05:00,199.0500030517578,199.0500030517578,199.0500030517578,199.0500030517578,0,0.0,0.0
2002-03-19 00:00:00-05:00,198.39999389648438,198.39999389648438,198.39999389648438,198.39999389648438,0,0.0,0.0
2002-03-20 00:00:00-05:00,196.58999633789062,196.58999633789062,196.58999633789062,196.58999633789062,0,0.0,0.0
2002-03-21 00:00:00-05:00,200.1199951171875,200.1199951171875,200.1199951171875,200.1199951171875,0,0.0,0.0
2002-03-22 00:00:00-05:00,198.05999755859375,198.05999755859375,198.05999755859375,198.05999755859375,0,0.0,0.0
2002-03-25 00:00:00-05:00,196.8699951171875,196.8699951171875,196.8699951171875,196.8699951171875,0,0.0,0.0
2002-03-26 00:00:00-05:00,198.30999755859375,198.30999755859375,198.30999755859375,198.30999755859375,0,0.0,0.0
2002-03-27 00:00:00-05:00,200.27000427246094,200.27000427246094,200.27000427246094,200.27000427246094,0,0.0,0.0
2002-03-28 00:00:00-05:00,201.22999572753906,201.22999572753906,201.22999572753906,201.22999572753906,0,0.0,0.0
2002-04-01 00:00:00-05:00,204.60000610351562,204.60000610351562,204.60000610351562,204.60000610351562,0,0.0,0.0
2002-04-02 00:00:00-05:00,210.08999633789062,210.08999633789062,210.08999633789062,210.08999633789062,0,0.0,0.0
2002-04-03 00:00:00-05:00,207.4199981689453,207.4199981689453,207.4199981689453,207.4199981689453,0,0.0,0.0
2002-04-04 00:00:00-05:00,202.69000244140625,202.69000244140625,202.69000244140625,202.69000244140625,0,0.0,0.0
2002-04-05 00:00:00-05:00,199.66000366210938,199.66000366210938,199.66000366210938,199.66000366210938,0,0.0,0.0
2002-04-08 00:00:00-04:00,201.6300048828125,201.6300048828125,201.6300048828125,201.6300048828125,0,0.0,0.0
2002-04-09 00:00:00-04:00,198.4499969482422,198.4499969482422,198.4499969482422,198.4499969482422,0,0.0,0.0
2002-04-10 00:00:00-04:00,198.75,198.75,198.75,198.75,0,0.0,0.0
2002-04-11 00:00:00-04:00,193.27000427246094,193.27000427246094,193.27000427246094,193.27000427246094,0,0.0,0.0
2002-04-12 00:00:00-04:00,186.57000732421875,186.57000732421875,186.57000732421875,186.57000732421875,0,0.0,0.0
