Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj. Close
2017-01-03,398.2000122070313,403.7999877929688,390.1300048828125,390.6600036621094,0,0.0,0.0,390.6600036621094
2017-01-04,390.6600036621094,396.3699951171875,390.5199890136719,396.1400146484375,0,0.0,0.0,396.1400146484375
2017-01-05,396.1400146484375,400.25,394.3200073242188,397.8399963378906,0,0.0,0.0,397.8399963378906
2017-01-06,397.8399963378906,400.1300048828125,395.3599853515625,398.1799926757813,0,0.0,0.0,398.1799926757813
2017-01-09,398.8900146484375,398.8900146484375,389.989990234375,390.4800109863281,0,0.0,0.0,390.4800109863281
2017-01-10,391.260009765625,393.5799865722656,388.8800048828125,389.010009765625,0,0.0,0.0,389.010009765625
2017-01-11,389.8200073242188,396.6600036621094,388.8299865722656,394.6400146484375,0,0.0,0.0,394.6400146484375
2017-01-12,395.2799987792969,401.8500061035156,395.239990234375,400.6799926757813,0,0.0,0.0,400.6799926757813
2017-01-13,401.3200073242188,402.0499877929688,398.3399963378906,399.8500061035156,0,0.0,0.0,399.8500061035156
2017-01-17,399.8500061035156,405.6199951171875,399.5499877929688,400.9100036621094,0,0.0,0.0,400.9100036621094
2017-01-18,400.9100036621094,402.260009765625,394.4100036621094,395.1700134277344,0,0.0,0.0,395.1700134277344
2017-01-19,395.1700134277344,397.5899963378906,393.9800109863281,394.9599914550781,0,0.0,0.0,394.9599914550781
2017-01-20,394.9599914550781,401.30999755859375,394.3299865722656,399.4100036621094,0,0.0,0.0,399.4100036621094
2017-01-23,399.4100036621094,400.4299926757813,396.2999877929688,398.7699890136719,0,0.0,0.0,398.7699890136719
2017-01-24,398.7699890136719,402.0,398.7699890136719,400.1700134277344,0,0.0,0.0,400.1700134277344
2017-01-25,400.1700134277344,400.5799865722656,396.4800109863281,397.9299926757813,0,0.0,0.0,397.9299926757813
2017-01-26,397.9299926757813,402.989990234375,397.9299926757813,400.6799926757813,0,0.0,0.0,400.6799926757813
2017-01-27,400.6799926757813,400.7999877929688,394.9400024414063,397.4700012207031,0,0.0,0.0,397.4700012207031
2017-01-30,397.4700012207031,397.7999877929688,392.8599853515625,393.510009765625,0,0.0,0.0,393.510009765625
2017-01-31,393.510009765625,398.7699890136719,392.5,395.8299865722656,0,0.0,0.0,395.8299865722656
2017-02-01,395.8299865722656,401.7799987792969,394.8999938964844,401.7000122070313,0,0.0,0.0,401.7000122070313
2017-02-02,401.7000122070313,404.1600036621094,399.4800109863281,400.3500061035156,0,0.0,0.0,400.3500061035156
2017-02-03,400.3500061035156,402.260009765625,398.2799987792969,400.3800048828125,0,0.0,0.0,400.3800048828125
2017-02-06,400.3800048828125,402.1900024414063,396.5499877929688,396.760009765625,0,0.0,0.0,396.760009765625
2017-02-07,397.9599914550781,398.6700134277344,393.9100036621094,395.5,0,0.0,0.0,395.5
2017-02-08,396.6799926757813,400.1199951171875,394.1199951171875,398.7799987792969,0,0.0,0.0,398.7799987792969
2017-02-09,399.8999938964844,403.1799926757813,399.8999938964844,401.760009765625,0,0.0,0.0,401.760009765625
2017-02-10,402.8399963378906,408.6799926757813,402.5299987792969,407.8299865722656,0,0.0,0.0,407.8299865722656
2017-02-13,408.9400024414063,409.1199951171875,403.2799987792969,403.7799987792969,0,0.0,0.0,403.7799987792969
