Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03 00:00:00-05:00,0.9812999963760376,0.983299970626831,0.9713000059127808,0.9775000214576721,30219,0.0,0.0
2017-01-04 00:00:00-05:00,0.9776999950408936,0.984000027179718,0.9754999876022339,0.9811000227928162,20688,0.0,0.0
2017-01-05 00:00:00-05:00,0.9825000166893005,0.9948999881744385,0.9819999933242798,0.992900013923645,32125,0.0,0.0
2017-01-06 00:00:00-05:00,0.9940000176429749,0.9941999912261963,0.9851999878883362,0.9855999946594238,24867,0.0,0.0
2017-01-09 00:00:00-05:00,0.986299991607666,0.9894000291824341,0.984000027179718,0.9891999959945679,18907,0.0,0.0
2017-01-10 00:00:00-05:00,0.9890999794006348,0.9922000169754028,0.98580002784729,0.9868000149726868,16215,0.0,0.0
2017-01-11 00:00:00-05:00,0.986299991607666,0.9930999875068665,0.9789000153541565,0.9886000156402588,38479,0.0,0.0
2017-01-12 00:00:00-05:00,0.9886999726295471,0.9973999857902527,0.9883000254631042,0.9926999807357788,23513,0.0,0.0
2017-01-13 00:00:00-05:00,0.9925000071525574,0.9988999962806702,0.9908999800682068,0.9939000010490417,20187,0.0,0.0
2017-01-17 00:00:00-05:00,0.992900013923645,1.0033999681472778,0.9894000291824341,1.0008000135421753,35241,0.0,0.0
2017-01-18 00:00:00-05:00,1.0012999773025513,1.0018999576568604,0.995199978351593,0.9987000226974487,18565,0.0,0.0
2017-01-19 00:00:00-05:00,0.9955999851226807,0.9984999895095825,0.9905999898910522,0.9955000281333923,25426,0.0,0.0
2017-01-20 00:00:00-05:00,0.9966999888420105,1.0012999773025513,0.9933000206947327,1.0010000467300415,18951,0.0,0.0
2017-01-23 00:00:00-05:00,1.000599980354309,1.0061999559402466,1.000599980354309,1.00409996509552,19616,0.0,0.0
2017-01-24 00:00:00-05:00,1.006100058555603,1.006700038909912,1.000499963760376,1.0006999969482422,14169,0.0,0.0
2017-01-25 00:00:00-05:00,1.0010000467300415,1.0058000087738037,0.9998999834060669,1.0023000240325928,15645,0.0,0.0
2017-01-26 00:00:00-05:00,1.003000020980835,1.0054999589920044,0.9997000098228455,1.003000020980835,23420,0.0,0.0
2017-01-27 00:00:00-05:00,1.0019999742507935,1.0053000450134277,0.9991999864578247,1.0033999681472778,16036,0.0,0.0
2017-01-30 00:00:00-05:00,1.00409996509552,1.0089999437332153,0.9976000189781189,1.007099986076355,27549,0.0,0.0
2017-01-31 00:00:00-05:00,1.0073000192642212,1.0162999629974365,1.0054999589920044,1.0135999917984009,34273,0.0,0.0
2017-02-01 00:00:00-05:00,1.0130000114440918,1.013800024986267,1.006100058555603,1.010200023651123,24337,0.0,0.0
2017-02-02 00:00:00-05:00,1.0087000131607056,1.0151000022888184,1.0081000328063965,1.0092999935150146,17750,0.0,0.0
2017-02-03 00:00:00-05:00,1.0090999603271484,1.011199951171875,1.0022000074386597,1.0082000494003296,22906,0.0,0.0
2017-02-06 00:00:00-05:00,1.0097999572753906,1.0115000009536743,1.0055999755859375,1.010699987411499,13014,0.0,0.0
2017-02-07 00:00:00-05:00,1.010599970817566,1.0109000205993652,1.0010000467300415,1.0051000118255615,20153,0.0,0.0
2017-02-08 00:00:00-05:00,1.0042999982833862,1.0085999965667725,1.0016000270843506,1.0062999725341797,17643,0.0,0.0
2017-02-09 00:00:00-05:00,1.006600022315979,1.0078999996185303,0.9994999766349792,0.9998999834060669,22133,0.0,0.0
2017-02-10 00:00:00-05:00,0.9998000264167786,1.0003999471664429,0.995199978351593,0.9979000091552734,18248,0.0,0.0
2017-02-13 00:00:00-05:00,0.9973999857902527,0.9994000196456909,0.9944000244140625,0.9957000017166138,12982,0.0,0.0
2017-02-14 00:00:00-05:00,0.9951000213623047,0.9980999827384949,0.992900013923645,0.9944000244140625,17249,0.0,0.0
2017-02-15 00:00:00-05:00,0.9947999715805054,0.9965000152587891,0.9879999756813049,0.9945999979972839,22706,0.0,0.0
2017-02-16 00:00:00-05:00,0.9952999949455261,1.0046000480651855,0.9951000213623047,1.003999948501587,21144,0.0,0.0
2017-02-17 00:00:00-05:00,1.00409996509552,1.0042999982833862,0.9976000189781189,0.9977999925613403,16403,0.0,0.0
2017-02-21 00:00:00-05:00,0.9987999796867371,0.9998000264167786,0.9904000163078308,0.9925000071525574,25271,0.0,0.0
2017-02-22 00:00:00-05:00,0.9912999868392944,0.9930999875068665,0.9869999885559082,0.991599977016449,23157,0.0,0.0
2017-02-23 00:00:00-05:00,0.9901000261306763,0.9954000115394592,0.989300012588501,0.9937000274658203,15838,0.0,0.0
2017-02-24 00:00:00-05:00,0.9939000010490417,0.9983999729156494,0.9926999807357788,0.9934999942779541,17865,0.0,0.0
2017-02-27 00:00:00-05:00,0.9932000041007996,0.9961000084877014,0.9908000230789185,0.9915000200271606,16783,0.0,0.0
2017-02-28 00:00:00-05:00,0.991599977016449,0.9997000098228455,0.9904000163078308,0.9959999918937683,24650,0.0,0.0
2017-03-01 00:00:00-05:00,0.9944999814033508,0.995199978351593,0.9876000285148621,0.9915000200271606,27503,0.0,0.0
2017-03-02 00:00:00-05:00,0.9916999936103821,0.9919000267982483,0.9858999848365784,0.9865000247955322,19171,0.0,0.0
2017-03-03 00:00:00-05:00,0.9869999885559082,0.9927999973297119,0.9868000149726868,0.9908999800682068,24997,0.0,0.0
2017-03-06 00:00:00-05:00,0.9922999739646912,0.9929999709129333,0.987500011920929,0.9886999726295471,19167,0.0,0.0
2017-03-07 00:00:00-05:00,0.988099992275238,0.9896000027656555,0.983299970626831,0.9869999885559082,20497,0.0,0.0
2017-03-08 00:00:00-05:00,0.9866999983787537,0.988099992275238,0.9850000143051147,0.9858999848365784,33276,0.0,0.0
2017-03-09 00:00:00-05:00,0.9853000044822693,0.9909999966621399,0.984000027179718,0.9901999831199646,39519,0.0,0.0
2017-03-10 00:00:00-05:00,0.9878000020980835,0.9922000169754028,0.9850000143051147,0.9908000230789185,8527,0.0,0.0
2017-03-13 00:00:00-04:00,0.9901999831199646,0.9930999875068665,0.9886999726295471,0.9925000071525574,22324,0.0,0.0
2017-03-14 00:00:00-04:00,0.9987999796867371,0.9987999796867371,0.9950000047683716,0.9959999918937683,14472,0.0,0.0
2017-03-15 00:00:00-04:00,0.9958999752998352,1.0074000358581543,0.9955999851226807,1.0052000284194946,30432,0.0,0.0
2017-03-16 00:00:00-04:00,1.0055999755859375,1.010599970817566,1.0042999982833862,1.0091999769210815,26127,0.0,0.0
2017-03-17 00:00:00-04:00,1.0094000101089478,1.0115000009536743,1.006600022315979,1.0081000328063965,17466,0.0,0.0
2017-03-20 00:00:00-04:00,1.0077999830245972,1.0098999738693237,1.006500005722046,1.0068000555038452,13403,0.0,0.0
