Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj. Close
2017-01-03 00:00:00-05:00,0.9812999963760376,0.983299970626831,0.9713000059127808,0.977500021457672,30219.0,0.0,0.0,0.977500021457672
2017-01-04 00:00:00-05:00,0.9776999950408936,0.984000027179718,0.975499987602234,0.9811000227928162,20688.0,0.0,0.0,0.9811000227928162
2017-01-05 00:00:00-05:00,0.9825000166893004,0.9948999881744384,0.9819999933242798,0.992900013923645,32125.0,0.0,0.0,0.992900013923645
2017-01-06 00:00:00-05:00,0.9940000176429749,0.9941999912261964,0.9851999878883362,0.9855999946594238,24867.0,0.0,0.0,0.9855999946594238
2017-01-09 00:00:00-05:00,0.986299991607666,0.989400029182434,0.984000027179718,0.989199995994568,18907.0,0.0,0.0,0.989199995994568
2017-01-10 00:00:00-05:00,0.9890999794006348,0.9922000169754028,0.98580002784729,0.9868000149726868,16215.0,0.0,0.0,0.9868000149726868
2017-01-11 00:00:00-05:00,0.986299991607666,0.9930999875068665,0.9789000153541564,0.9886000156402588,38479.0,0.0,0.0,0.9886000156402588
2017-01-12 00:00:00-05:00,0.9886999726295472,0.9973999857902528,0.9883000254631042,0.9926999807357788,23513.0,0.0,0.0,0.9926999807357788
2017-01-13 00:00:00-05:00,0.9925000071525574,0.9988999962806702,0.9908999800682068,0.9939000010490416,20187.0,0.0,0.0,0.9939000010490416
2017-01-17 00:00:00-05:00,0.992900013923645,1.0033999681472778,0.989400029182434,1.0008000135421753,35241.0,0.0,0.0,1.0008000135421753
2017-01-18 00:00:00-05:00,1.0012999773025513,1.0018999576568604,0.995199978351593,0.9987000226974488,18565.0,0.0,0.0,0.9987000226974488
2017-01-19 00:00:00-05:00,0.9955999851226808,0.9984999895095824,0.9905999898910522,0.9955000281333924,25426.0,0.0,0.0,0.9955000281333924
2017-01-20 00:00:00-05:00,0.9966999888420104,1.0012999773025513,0.9933000206947328,1.0010000467300415,18951.0,0.0,0.0,1.0010000467300415
2017-01-23 00:00:00-05:00,1.000599980354309,1.0061999559402466,1.000599980354309,1.00409996509552,19616.0,0.0,0.0,1.00409996509552
2017-01-24 00:00:00-05:00,1.006100058555603,1.006700038909912,1.000499963760376,1.0006999969482422,14169.0,0.0,0.0,1.0006999969482422
2017-01-25 00:00:00-05:00,1.0010000467300415,1.0058000087738037,0.9998999834060668,1.0023000240325928,15645.0,0.0,0.0,1.0023000240325928
2017-01-26 00:00:00-05:00,1.003000020980835,1.0054999589920044,0.9997000098228456,1.003000020980835,23420.0,0.0,0.0,1.003000020980835
2017-01-27 00:00:00-05:00,1.0019999742507937,1.0053000450134275,0.9991999864578248,1.0033999681472778,16036.0,0.0,0.0,1.0033999681472778
2017-01-30 00:00:00-05:00,1.00409996509552,1.008999943733215,0.9976000189781188,1.007099986076355,27549.0,0.0,0.0,1.007099986076355
2017-01-31 00:00:00-05:00,1.0073000192642212,1.0162999629974363,1.0054999589920044,1.0135999917984009,34273.0,0.0,0.0,1.0135999917984009
2017-02-01 00:00:00-05:00,1.0130000114440918,1.013800024986267,1.006100058555603,1.010200023651123,24337.0,0.0,0.0,1.010200023651123
2017-02-02 00:00:00-05:00,1.0087000131607056,1.0151000022888184,1.0081000328063965,1.0092999935150146,17750.0,0.0,0.0,1.0092999935150146
2017-02-03 00:00:00-05:00,1.0090999603271484,1.011199951171875,1.0022000074386597,1.0082000494003296,22906.0,0.0,0.0,1.0082000494003296
2017-02-06 00:00:00-05:00,1.0097999572753906,1.0115000009536743,1.0055999755859375,1.010699987411499,13014.0,0.0,0.0,1.010699987411499
2017-02-07 00:00:00-05:00,1.010599970817566,1.0109000205993652,1.0010000467300415,1.0051000118255615,20153.0,0.0,0.0,1.0051000118255615
2017-02-08 00:00:00-05:00,1.0042999982833862,1.0085999965667725,1.0016000270843506,1.0062999725341797,17643.0,0.0,0.0,1.0062999725341797
2017-02-09 00:00:00-05:00,1.006600022315979,1.0078999996185305,0.9994999766349792,0.9998999834060668,22133.0,0.0,0.0,0.9998999834060668
