Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^SPGSCI,^SPGSCI,^SPGSCI,^SPGSCI,^SPGSCI,^SPGSCI
,,,,,,
2017-02-03 00:00:00+00:00,400.3800048828125,400.3800048828125,402.260009765625,398.2799987792969,400.3500061035156,0
2017-02-06 00:00:00+00:00,396.760009765625,396.760009765625,402.19000244140625,396.54998779296875,400.3800048828125,0
2017-02-07 00:00:00+00:00,395.5,395.5,398.6700134277344,393.9100036621094,397.9599914550781,0
2017-02-08 00:00:00+00:00,398.7799987792969,398.7799987792969,400.1199951171875,394.1199951171875,396.67999267578125,0
2017-02-09 00:00:00+00:00,401.760009765625,401.760009765625,403.17999267578125,399.8999938964844,399.8999938964844,0
2017-02-10 00:00:00+00:00,407.8299865722656,407.8299865722656,408.67999267578125,402.5299987792969,402.8399963378906,0
2017-02-13 00:00:00+00:00,403.7799987792969,403.7799987792969,409.1199951171875,403.2799987792969,408.94000244140625,0
2017-02-14 00:00:00+00:00,405.1000061035156,405.1000061035156,407.1600036621094,403.4200134277344,403.7799987792969,0
2017-02-15 00:00:00+00:00,405.4800109863281,405.4800109863281,406.9700012207031,403.2799987792969,405.1000061035156,0
2017-02-16 00:00:00+00:00,403.7099914550781,403.7099914550781,406.94000244140625,402.4700012207031,405.4800109863281,0
2017-02-17 00:00:00+00:00,403.0299987792969,403.0299987792969,404.0400085449219,400.6499938964844,403.7099914550781,0
2017-02-21 00:00:00+00:00,404.510009765625,404.510009765625,407.95001220703125,402.9599914550781,403.0299987792969,0
2017-02-22 00:00:00+00:00,401.5799865722656,401.5799865722656,405.6099853515625,400.9700012207031,404.510009765625,0
2017-02-23 00:00:00+00:00,403.739990234375,403.739990234375,407.2799987792969,401.5799865722656,401.5799865722656,0
2017-02-24 00:00:00+00:00,401.8299865722656,401.8299865722656,404.25,401.1000061035156,403.739990234375,0
2017-02-27 00:00:00+00:00,401.05999755859375,401.05999755859375,404.260009765625,400.8299865722656,401.8299865722656,0
2017-02-28 00:00:00+00:00,402.2200012207031,402.2200012207031,402.32000732421875,398.42999267578125,401.05999755859375,0
2017-03-01 00:00:00+00:00,403.2300109863281,403.2300109863281,405.30999755859375,401.510009765625,402.2200012207031,0
2017-03-02 00:00:00+00:00,396.1199951171875,396.1199951171875,403.2300109863281,395.8299865722656,403.2300109863281,0
2017-03-03 00:00:00+00:00,398.55999755859375,398.55999755859375,398.8399963378906,395.8800048828125,396.1199951171875,0
2017-03-06 00:00:00+00:00,398.7799987792969,398.7799987792969,401.0199890136719,396.7300109863281,398.55999755859375,0
2017-03-07 00:00:00+00:00,397.44000244140625,397.44000244140625,400.9599914550781,397.1499938964844,399.2300109863281,0
2017-03-08 00:00:00+00:00,387.6700134277344,387.6700134277344,397.8699951171875,386.989990234375,397.8699951171875,0
2017-03-09 00:00:00+00:00,382.6000061035156,382.6000061035156,389.5299987792969,379.9800109863281,388.07000732421875,0
2017-03-10 00:00:00+00:00,380.05999755859375,380.05999755859375,386.7699890136719,379.3299865722656,383.0,0
2017-03-13 00:00:00+00:00,380.1600036621094,380.1600036621094,381.8399963378906,378.739990234375,380.42999267578125,0
2017-03-14 00:00:00+00:00,377.2099914550781,377.2099914550781,381.4800109863281,374.8500061035156,380.1600036621094,0
2017-03-15 00:00:00+00:00,381.8900146484375,381.8900146484375,382.8800048828125,377.20001220703125,377.2099914550781,0
2017-03-16 00:00:00+00:00,382.260009765625,382.260009765625,386.260009765625,381.5400085449219,381.8900146484375,0
2017-03-17 00:00:00+00:00,383.1199951171875,383.1199951171875,384.260009765625,381.4100036621094,382.260009765625,0
2017-03-20 00:00:00+00:00,382.1600036621094,382.1600036621094,384.1400146484375,380.239990234375,383.1199951171875,0
2017-03-21 00:00:00+00:00,379.4100036621094,379.4100036621094,384.239990234375,378.42999267578125,382.1600036621094,0
2017-03-22 00:00:00+00:00,378.2200012207031,378.2200012207031,379.7200012207031,374.55999755859375,379.4100036621094,0
2017-03-23 00:00:00+00:00,377.44000244140625,377.44000244140625,380.1000061035156,376.0799865722656,378.2200012207031,0
2017-03-24 00:00:00+00:00,378.1300048828125,378.1300048828125,379.0799865722656,376.9700012207031,377.44000244140625,0
2017-03-27 00:00:00+00:00,376.7099914550781,376.7099914550781,379.57000732421875,373.8699951171875,378.1300048828125,0
2017-03-28 00:00:00+00:00,380.0400085449219,380.0400085449219,381.92999267578125,376.7099914550781,376.7099914550781,0
2017-03-29 00:00:00+00:00,384.80999755859375,384.80999755859375,384.80999755859375,379.9800109863281,380.0400085449219,0
2017-03-30 00:00:00+00:00,387.1600036621094,387.1600036621094,388.19000244140625,383.07000732421875,384.80999755859375,0
2017-03-31 00:00:00+00:00,388.2200012207031,388.2200012207031,389.07000732421875,384.739990234375,387.1600036621094,0
2017-04-03 00:00:00+00:00,385.6000061035156,385.6000061035156,390.07000732421875,385.29998779296875,388.2200012207031,0
2017-04-04 00:00:00+00:00,389.4100036621094,389.4100036621094,389.92999267578125,384.1700134277344,385.6000061035156,0
2017-04-05 00:00:00+00:00,390.7099914550781,390.7099914550781,394.0899963378906,389.4100036621094,389.4100036621094,0
2017-04-06 00:00:00+00:00,392.8399963378906,392.8399963378906,393.3599853515625,389.510009765625,390.7099914550781,0
2017-04-07 00:00:00+00:00,395.20001220703125,395.20001220703125,398.7799987792969,391.8800048828125,393.44000244140625,0
2017-04-10 00:00:00+00:00,398.8399963378906,398.8399963378906,398.9100036621094,395.6099853515625,395.7799987792969,0
2017-04-11 00:00:00+00:00,400.6300048828125,400.6300048828125,400.75,397.1099853515625,399.45001220703125,0
2017-04-12 00:00:00+00:00,400.05999755859375,400.05999755859375,403.0400085449219,398.8900146484375,401.25,0
2017-04-13 00:00:00+00:00,401.5799865722656,401.5799865722656,402.5400085449219,399.8500061035156,400.70001220703125,0
2017-04-17 00:00:00+00:00,399.30999755859375,399.30999755859375,401.5799865722656,399.0799865722656,401.5799865722656,0
2017-04-18 00:00:00+00:00,396.5400085449219,396.5400085449219,399.75,394.8999938964844,399.30999755859375,0
2017-04-19 00:00:00+00:00,388.8299865722656,388.8299865722656,398.0799865722656,387.69000244140625,396.5400085449219,0
2017-04-20 00:00:00+00:00,387.70001220703125,387.70001220703125,391.6099853515625,387.3399963378906,388.8299865722656,0
2017-04-21 00:00:00+00:00,383.0299987792969,383.0299987792969,388.7200012207031,381.54998779296875,387.70001220703125,0
2017-04-24 00:00:00+00:00,381.239990234375,381.239990234375,385.9800109863281,380.1700134277344,383.0299987792969,0
2017-04-25 00:00:00+00:00,383.57000732421875,383.57000732421875,384.29998779296875,379.6700134277344,381.239990234375,0
2017-04-26 00:00:00+00:00,383.2900085449219,383.2900085449219,386.2099914550781,381.1099853515625,383.57000732421875,0
2017-04-27 00:00:00+00:00,380.3800048828125,380.3800048828125,383.2900085449219,377.1600036621094,383.2900085449219,0
2017-04-28 00:00:00+00:00,382.7699890136719,382.7699890136719,384.2099914550781,380.2300109863281,380.3800048828125,0
2017-05-01 00:00:00+00:00,381.6400146484375,381.6400146484375,383.30999755859375,380.4599914550781,382.7699890136719,0
2017-05-02 00:00:00+00:00,378.1400146484375,378.1400146484375,384.6600036621094,377.1400146484375,381.6400146484375,0
2017-05-03 00:00:00+00:00,378.79998779296875,378.79998779296875,380.0400085449219,376.2799987792969,378.1400146484375,0
2017-05-04 00:00:00+00:00,367.82000732421875,367.82000732421875,378.79998779296875,367.010009765625,378.79998779296875,0
2017-05-05 00:00:00+00:00,371.3900146484375,371.3900146484375,373.260009765625,361.2300109863281,368.0199890136719,0
2017-05-08 00:00:00+00:00,371.1000061035156,371.1000061035156,374.260009765625,368.0,371.3900146484375,0
2017-05-09 00:00:00+00:00,368.8800048828125,368.8800048828125,373.4599914550781,367.9800109863281,371.3699951171875,0
2017-05-10 00:00:00+00:00,375.5400085449219,375.5400085449219,376.989990234375,369.1400146484375,369.1400146484375,0
2017-05-11 00:00:00+00:00,378.2900085449219,378.2900085449219,379.7900085449219,375.7799987792969,375.7900085449219,0
2017-05-12 00:00:00+00:00,379.5,379.5,380.0899963378906,377.4800109863281,378.2900085449219,0
2017-05-15 00:00:00+00:00,382.6300048828125,382.6300048828125,387.2099914550781,378.9800109863281,379.5,0
2017-05-16 00:00:00+00:00,381.7699890136719,381.7699890136719,384.5,381.29998779296875,382.6300048828125,0
2017-05-17 00:00:00+00:00,384.3500061035156,384.3500061035156,386.1300048828125,379.19000244140625,381.7699890136719,0
2017-05-18 00:00:00+00:00,384.1099853515625,384.1099853515625,385.2099914550781,378.2200012207031,384.3500061035156,0
2017-05-19 00:00:00+00:00,391.0400085449219,391.0400085449219,391.2900085449219,384.0199890136719,384.1099853515625,0
2017-05-22 00:00:00+00:00,393.6700134277344,393.6700134277344,394.94000244140625,391.0400085449219,391.0400085449219,0
2017-05-23 00:00:00+00:00,393.0400085449219,393.0400085449219,394.0799865722656,390.6499938964844,393.6700134277344,0
2017-05-24 00:00:00+00:00,391.9200134277344,391.9200134277344,394.8800048828125,390.3599853515625,393.0400085449219,0
2017-05-25 00:00:00+00:00,383.1099853515625,383.1099853515625,394.92999267578125,381.79998779296875,391.9200134277344,0
2017-05-26 00:00:00+00:00,385.5,385.5,385.7200012207031,379.489990234375,383.1099853515625,0
2017-05-30 00:00:00+00:00,382.8599853515625,382.8599853515625,385.9200134277344,380.3900146484375,385.5,0
2017-05-31 00:00:00+00:00,377.8500061035156,377.8500061035156,383.6600036621094,375.6099853515625,382.8599853515625,0
2017-06-01 00:00:00+00:00,377.3599853515625,377.3599853515625,380.9200134277344,376.1700134277344,377.8500061035156,0
2017-06-02 00:00:00+00:00,374.3399963378906,374.3399963378906,377.3599853515625,370.0,377.3599853515625,0
2017-06-05 00:00:00+00:00,371.7200012207031,371.7200012207031,377.69000244140625,370.489990234375,374.3399963378906,0
2017-06-06 00:00:00+00:00,374.54998779296875,374.54998779296875,375.0400085449219,370.1400146484375,371.7200012207031,0
2017-06-07 00:00:00+00:00,366.989990234375,366.989990234375,375.489990234375,366.7300109863281,374.94000244140625,0
2017-06-08 00:00:00+00:00,367.8999938964844,367.8999938964844,370.5400085449219,366.3500061035156,367.42999267578125,0
2017-06-09 00:00:00+00:00,369.80999755859375,369.80999755859375,371.32000732421875,366.6600036621094,368.32000732421875,0
2017-06-12 00:00:00+00:00,368.3500061035156,368.3500061035156,373.1199951171875,368.07000732421875,370.2300109863281,0
2017-06-13 00:00:00+00:00,369.8800048828125,369.8800048828125,370.3599853515625,366.8599853515625,368.7799987792969,0
2017-06-14 00:00:00+00:00,362.05999755859375,362.05999755859375,370.0899963378906,361.69000244140625,369.8800048828125,0
2017-06-15 00:00:00+00:00,361.8500061035156,361.8500061035156,362.6199951171875,359.79998779296875,362.05999755859375,0
2017-06-16 00:00:00+00:00,364.1700134277344,364.1700134277344,364.75,361.6199951171875,361.8500061035156,0
2017-06-19 00:00:00+00:00,361.3800048828125,361.3800048828125,365.1400146484375,360.8999938964844,364.1700134277344,0
2017-06-20 00:00:00+00:00,357.1000061035156,357.1000061035156,362.8999938964844,354.44000244140625,361.3800048828125,0
2017-06-21 00:00:00+00:00,352.70001220703125,352.70001220703125,359.7799987792969,351.1000061035156,357.1000061035156,0
2017-06-22 00:00:00+00:00,352.5199890136719,352.5199890136719,355.1199951171875,351.2300109863281,352.70001220703125,0
2017-06-23 00:00:00+00:00,353.79998779296875,353.79998779296875,354.8299865722656,351.9100036621094,352.5199890136719,0
2017-06-26 00:00:00+00:00,355.5,355.5,357.0,351.82000732421875,353.79998779296875,0
2017-06-27 00:00:00+00:00,359.6499938964844,359.6499938964844,361.3299865722656,355.5,355.5,0
2017-06-28 00:00:00+00:00,362.6099853515625,362.6099853515625,363.0199890136719,358.0199890136719,359.6499938964844,0
2017-06-29 00:00:00+00:00,365.3299865722656,365.3299865722656,367.42999267578125,362.6099853515625,362.6099853515625,0
2017-06-30 00:00:00+00:00,372.3800048828125,372.3800048828125,372.5400085449219,365.2099914550781,365.3299865722656,0
2017-07-03 00:00:00+00:00,377.7200012207031,377.7200012207031,378.0,372.3800048828125,372.3800048828125,0
2017-07-05 00:00:00+00:00,369.9200134277344,369.9200134277344,378.3999938964844,369.04998779296875,377.7200012207031,0
2017-07-06 00:00:00+00:00,371.30999755859375,371.30999755859375,374.67999267578125,369.1099853515625,369.9200134277344,0
2017-07-07 00:00:00+00:00,365.510009765625,365.510009765625,371.30999755859375,363.4599914550781,371.30999755859375,0
2017-07-10 00:00:00+00:00,366.9200134277344,366.9200134277344,368.7900085449219,364.0899963378906,365.29998779296875,0
2017-07-11 00:00:00+00:00,370.25,370.25,370.9800109863281,363.45001220703125,366.75,0
2017-07-12 00:00:00+00:00,370.2200012207031,370.2200012207031,374.5799865722656,369.17999267578125,370.04998779296875,0
2017-07-13 00:00:00+00:00,370.3399963378906,370.3399963378906,372.010009765625,367.30999755859375,370.0,0
2017-07-14 00:00:00+00:00,373.4599914550781,373.4599914550781,374.25,369.45001220703125,370.1199951171875,0
2017-07-17 00:00:00+00:00,371.8999938964844,371.8999938964844,374.489990234375,371.7900085449219,373.4599914550781,0
2017-07-18 00:00:00+00:00,373.57000732421875,373.57000732421875,376.989990234375,371.57000732421875,371.8999938964844,0
2017-07-19 00:00:00+00:00,377.8999938964844,377.8999938964844,378.32000732421875,372.5400085449219,373.57000732421875,0
2017-07-20 00:00:00+00:00,376.8800048828125,376.8800048828125,380.67999267578125,376.3900146484375,377.8999938964844,0
2017-07-21 00:00:00+00:00,371.1700134277344,371.1700134277344,378.0899963378906,370.2699890136719,376.8800048828125,0
2017-07-24 00:00:00+00:00,371.2099914550781,371.2099914550781,372.510009765625,368.3900146484375,371.1700134277344,0
2017-07-25 00:00:00+00:00,376.8399963378906,376.8399963378906,377.6400146484375,371.2099914550781,371.2099914550781,0
2017-07-26 00:00:00+00:00,381.32000732421875,381.32000732421875,381.6000061035156,376.8399963378906,376.8399963378906,0
2017-07-27 00:00:00+00:00,383.92999267578125,383.92999267578125,384.6700134277344,380.4599914550781,381.32000732421875,0
2017-07-28 00:00:00+00:00,386.6199951171875,386.6199951171875,387.45001220703125,382.80999755859375,383.92999267578125,0
2017-07-31 00:00:00+00:00,388.07000732421875,388.07000732421875,388.45001220703125,384.3699951171875,386.6199951171875,0
2017-08-01 00:00:00+00:00,382.9599914550781,382.9599914550781,389.1199951171875,379.7699890136719,388.07000732421875,0
2017-08-02 00:00:00+00:00,385.7699890136719,385.7699890136719,385.95001220703125,380.9700012207031,382.9599914550781,0
2017-08-03 00:00:00+00:00,383.1700134277344,383.1700134277344,386.9800109863281,382.3699951171875,385.7699890136719,0
2017-08-04 00:00:00+00:00,384.510009765625,384.510009765625,384.80999755859375,380.95001220703125,383.1700134277344,0
2017-08-07 00:00:00+00:00,384.79998779296875,384.79998779296875,385.7900085449219,381.25,384.7799987792969,0
2017-08-08 00:00:00+00:00,384.9100036621094,384.9100036621094,387.4200134277344,383.0299987792969,385.1000061035156,0
2017-08-09 00:00:00+00:00,386.8900146484375,386.8900146484375,387.4700012207031,383.79998779296875,385.20001220703125,0
2017-08-10 00:00:00+00:00,381.92999267578125,381.92999267578125,390.8699951171875,381.3800048828125,387.1400146484375,0
2017-08-11 00:00:00+00:00,383.0,383.0,383.7099914550781,379.19000244140625,382.1600036621094,0
2017-08-14 00:00:00+00:00,378.0199890136719,378.0199890136719,383.4200134277344,377.6700134277344,383.0,0
2017-08-15 00:00:00+00:00,376.6499938964844,376.6499938964844,378.1300048828125,374.30999755859375,378.0199890136719,0
2017-08-16 00:00:00+00:00,374.2900085449219,374.2900085449219,379.1199951171875,374.0199890136719,376.6499938964844,0
2017-08-17 00:00:00+00:00,374.8999938964844,374.8999938964844,375.4800109863281,371.8900146484375,374.2900085449219,0
2017-08-18 00:00:00+00:00,380.67999267578125,380.67999267578125,381.4200134277344,373.6499938964844,374.8999938964844,0
2017-08-21 00:00:00+00:00,376.5,376.5,381.82000732421875,375.45001220703125,380.67999267578125,0
2017-08-22 00:00:00+00:00,377.45001220703125,377.45001220703125,379.0400085449219,375.75,376.5,0
2017-08-23 00:00:00+00:00,379.989990234375,379.989990234375,380.17999267578125,376.1700134277344,377.45001220703125,0
2017-08-24 00:00:00+00:00,378.989990234375,378.989990234375,381.4700012207031,376.7900085449219,379.989990234375,0
2017-08-25 00:00:00+00:00,379.05999755859375,379.05999755859375,381.5799865722656,377.44000244140625,378.989990234375,0
2017-08-28 00:00:00+00:00,376.9599914550781,376.9599914550781,380.95001220703125,375.8900146484375,380.95001220703125,0
2017-08-29 00:00:00+00:00,377.4800109863281,377.4800109863281,378.989990234375,375.45001220703125,376.9599914550781,0
2017-08-30 00:00:00+00:00,375.8500061035156,375.8500061035156,378.3500061035156,375.0799865722656,377.4800109863281,0
2017-08-31 00:00:00+00:00,386.0,386.0,386.1499938964844,374.9800109863281,375.8500061035156,0
2017-09-01 00:00:00+00:00,386.3800048828125,386.3800048828125,386.5299987792969,382.9700012207031,386.0,0
2017-09-05 00:00:00+00:00,389.9700012207031,389.9700012207031,391.1499938964844,384.4800109863281,386.3800048828125,0
2017-09-06 00:00:00+00:00,392.42999267578125,392.42999267578125,393.0899963378906,388.4599914550781,389.9700012207031,0
2017-09-07 00:00:00+00:00,392.3399963378906,392.3399963378906,393.489990234375,391.010009765625,392.42999267578125,0
2017-09-08 00:00:00+00:00,387.17999267578125,387.17999267578125,394.1600036621094,386.45001220703125,392.3900146484375,0
2017-09-11 00:00:00+00:00,388.1600036621094,388.1600036621094,389.05999755859375,384.489990234375,387.30999755859375,0
2017-09-12 00:00:00+00:00,388.6499938964844,388.6499938964844,389.8500061035156,386.239990234375,388.3399963378906,0
2017-09-13 00:00:00+00:00,392.4100036621094,392.4100036621094,392.67999267578125,387.8299865722656,388.80999755859375,0
2017-09-14 00:00:00+00:00,394.2300109863281,394.2300109863281,396.8699951171875,391.7200012207031,392.54998779296875,0
2017-09-15 00:00:00+00:00,395.8999938964844,395.8999938964844,396.17999267578125,391.8299865722656,394.2300109863281,0
2017-09-18 00:00:00+00:00,394.94000244140625,394.94000244140625,397.8900146484375,392.7799987792969,395.8999938964844,0
2017-09-19 00:00:00+00:00,393.5,393.5,397.0799865722656,392.44000244140625,394.94000244140625,0
2017-09-20 00:00:00+00:00,398.70001220703125,398.70001220703125,399.5899963378906,393.5,393.5,0
2017-09-21 00:00:00+00:00,397.2699890136719,397.2699890136719,398.80999755859375,395.5899963378906,398.70001220703125,0
2017-09-22 00:00:00+00:00,398.0400085449219,398.0400085449219,398.42999267578125,396.32000732421875,397.2699890136719,0
2017-09-25 00:00:00+00:00,404.25,404.25,404.4800109863281,396.6300048828125,398.0400085449219,0
2017-09-26 00:00:00+00:00,401.57000732421875,401.57000732421875,406.1300048828125,399.6099853515625,404.25,0
2017-09-27 00:00:00+00:00,402.2699890136719,402.2699890136719,403.5299987792969,399.9599914550781,401.57000732421875,0
2017-09-28 00:00:00+00:00,400.20001220703125,400.20001220703125,404.6300048828125,398.67999267578125,402.2699890136719,0
2017-09-29 00:00:00+00:00,399.30999755859375,399.30999755859375,400.9599914550781,398.44000244140625,400.20001220703125,0
2017-10-02 00:00:00+00:00,393.9800109863281,393.9800109863281,399.3599853515625,392.010009765625,399.30999755859375,0
2017-10-03 00:00:00+00:00,393.8500061035156,393.8500061035156,395.2300109863281,392.25,393.9800109863281,0
2017-10-04 00:00:00+00:00,393.7300109863281,393.7300109863281,395.6499938964844,391.8399963378906,393.8500061035156,0
2017-10-05 00:00:00+00:00,398.70001220703125,398.70001220703125,400.2799987792969,393.3399963378906,393.7300109863281,0
2017-10-06 00:00:00+00:00,391.8500061035156,391.8500061035156,399.4100036621094,390.3699951171875,398.8699951171875,0
2017-10-09 00:00:00+00:00,392.4599914550781,392.4599914550781,393.1600036621094,390.489990234375,392.05999755859375,0
2017-10-10 00:00:00+00:00,398.510009765625,398.510009765625,399.07000732421875,392.55999755859375,392.6700134277344,0
2017-10-11 00:00:00+00:00,399.6400146484375,399.6400146484375,399.9100036621094,397.32000732421875,398.69000244140625,0
2017-10-12 00:00:00+00:00,398.1000061035156,398.1000061035156,399.9100036621094,396.3699951171875,399.80999755859375,0
2017-10-13 00:00:00+00:00,402.79998779296875,402.79998779296875,403.6099853515625,398.1000061035156,398.1000061035156,0
2017-10-16 00:00:00+00:00,404.6600036621094,404.6600036621094,407.5400085449219,402.79998779296875,402.79998779296875,0
2017-10-17 00:00:00+00:00,403.239990234375,403.239990234375,405.9800109863281,401.3500061035156,404.6600036621094,0
2017-10-18 00:00:00+00:00,403.32000732421875,403.32000732421875,404.7699890136719,401.7300109863281,403.239990234375,0
2017-10-19 00:00:00+00:00,401.0299987792969,401.0299987792969,404.3399963378906,399.55999755859375,403.32000732421875,0
2017-10-20 00:00:00+00:00,402.3800048828125,402.3800048828125,402.9800109863281,398.9200134277344,401.0299987792969,0
2017-10-23 00:00:00+00:00,402.94000244140625,402.94000244140625,404.30999755859375,402.30999755859375,402.3800048828125,0
2017-10-24 00:00:00+00:00,406.760009765625,406.760009765625,406.9100036621094,401.739990234375,402.94000244140625,0
2017-10-25 00:00:00+00:00,406.44000244140625,406.44000244140625,408.2900085449219,405.0,406.760009765625,0
2017-10-26 00:00:00+00:00,408.5400085449219,408.5400085449219,408.8299865722656,404.75,406.44000244140625,0
2017-10-27 00:00:00+00:00,412.0400085449219,412.0400085449219,412.3399963378906,405.30999755859375,408.5400085449219,0
2017-10-30 00:00:00+00:00,413.79998779296875,413.79998779296875,414.7900085449219,412.0299987792969,412.0400085449219,0
2017-10-31 00:00:00+00:00,415.1400146484375,415.1400146484375,416.1099853515625,412.70001220703125,413.79998779296875,0
2017-11-01 00:00:00+00:00,415.1600036621094,415.1600036621094,419.6300048828125,413.32000732421875,415.1400146484375,0
2017-11-02 00:00:00+00:00,415.70001220703125,415.70001220703125,416.0799865722656,413.1499938964844,415.1600036621094,0
2017-11-03 00:00:00+00:00,420.5899963378906,420.5899963378906,421.04998779296875,415.3999938964844,415.70001220703125,0
2017-11-06 00:00:00+00:00,429.44000244140625,429.44000244140625,430.2699890136719,420.5899963378906,420.5899963378906,0
2017-11-07 00:00:00+00:00,427.5799865722656,427.5799865722656,431.0799865722656,426.6000061035156,430.1400146484375,0
2017-11-08 00:00:00+00:00,427.3900146484375,427.3900146484375,431.5,425.44000244140625,428.3299865722656,0
2017-11-09 00:00:00+00:00,429.19000244140625,429.19000244140625,430.80999755859375,426.92999267578125,428.1099853515625,0
2017-11-10 00:00:00+00:00,428.5899963378906,428.5899963378906,431.1700134277344,427.4599914550781,429.94000244140625,0
2017-11-13 00:00:00+00:00,428.5299987792969,428.5299987792969,430.6199951171875,426.92999267578125,429.3999938964844,0
2017-11-14 00:00:00+00:00,421.8399963378906,421.8399963378906,428.5299987792969,419.6700134277344,428.5299987792969,0
2017-11-15 00:00:00+00:00,420.6199951171875,420.6199951171875,421.8399963378906,418.2799987792969,421.8399963378906,0
2017-11-16 00:00:00+00:00,418.75,418.75,421.4200134277344,418.2200012207031,420.6199951171875,0
2017-11-17 00:00:00+00:00,425.3500061035156,425.3500061035156,425.760009765625,418.6400146484375,418.75,0
2017-11-20 00:00:00+00:00,422.82000732421875,422.82000732421875,425.3500061035156,419.8599853515625,425.3500061035156,0
2017-11-21 00:00:00+00:00,424.6600036621094,424.6600036621094,425.8999938964844,422.3800048828125,422.82000732421875,0
2017-11-22 00:00:00+00:00,429.0199890136719,429.0199890136719,429.2099914550781,424.6600036621094,424.6600036621094,0
2017-11-24 00:00:00+00:00,431.2300109863281,431.2300109863281,432.0899963378906,428.9800109863281,429.0199890136719,0
2017-11-27 00:00:00+00:00,429.6199951171875,429.6199951171875,431.69000244140625,427.07000732421875,431.2300109863281,0
2017-11-28 00:00:00+00:00,428.7900085449219,428.7900085449219,429.6199951171875,426.3699951171875,429.6199951171875,0
2017-11-29 00:00:00+00:00,426.1099853515625,426.1099853515625,430.42999267578125,423.8900146484375,428.7900085449219,0
2017-11-30 00:00:00+00:00,424.260009765625,424.260009765625,428.5,422.70001220703125,426.1099853515625,0
2017-12-01 00:00:00+00:00,429.4800109863281,429.4800109863281,431.9800109863281,424.20001220703125,424.260009765625,0
2017-12-04 00:00:00+00:00,423.55999755859375,423.55999755859375,429.4800109863281,423.1499938964844,429.4800109863281,0
2017-12-05 00:00:00+00:00,422.739990234375,422.739990234375,424.25,421.5299987792969,423.55999755859375,0
2017-12-06 00:00:00+00:00,414.6400146484375,414.6400146484375,422.75,414.489990234375,422.739990234375,0
2017-12-07 00:00:00+00:00,416.70001220703125,416.70001220703125,416.8999938964844,413.79998779296875,414.7200012207031,0
2017-12-08 00:00:00+00:00,420.3299865722656,420.3299865722656,422.0400085449219,416.260009765625,416.7699890136719,0
2017-12-11 00:00:00+00:00,423.3999938964844,423.3999938964844,424.0799865722656,418.8800048828125,420.3599853515625,0
2017-12-12 00:00:00+00:00,418.4800109863281,418.4800109863281,426.6199951171875,417.6499938964844,423.3500061035156,0
